SUTANDINGU	STANDING
MOBAIRUHOOMU	MOBILE HOME
SUMAIRIIFEISU	SMILEY FACE
TAAGETTOMAAKETINGU	TARGET MARKETING
KUROOZUDOSHOPPU	CLOSED SHOP
BAACHARURIARITI	VIRTUAL REALITY
AUTODOAGEEMU	OUTDOOR GAME
NATAARUSAAJANTO	NATAL SERGEANT
FAMIRIIRAIFUSAIKURU	FAMILY LIFE CYCLE
HOWAITOHOORU	WHITE HOLE
OOMAIGODDO	OH MY GOD
AUTOKAABU	OUT CURVE
WAIDOINTAANETTO	WIDE INTERNET
HOTTOSOOSU	HOT SAUCE
REEDAAGAN	RADAR GUN
OFISUOOTOMEESHON	OFFICE AUTOMATION
SOOSHARUSUKIRU	SOCIAL SKILL
PAINJUUSU	PINE JUICE
PUROCHIIMU	PRO TEAM
INFOSUTORAKUCHAA	INFO STRUCTURE
RUUTOMOJUURU	ROOT MODULE
KARAAKONTAKUTORENZU	COLOR CONTACT LENS
DIREKUTORISAABISU	DIRECTORY SERVICE
REGASHIIDEBAISU	LEGACY DEVICE
EAROPAATSU	AERO PARTS
SUICCHINGURUUTA	SWITCHING ROUTER
TORABERUBYUUROO	TRAVEL BUREAU
FEEDOAUTO	FADE OUT
PAAMIRU	PER MILL
RIARUMOODO	REAL MODE
WAAKUSHERINGU	WORK SHARING
HAWAIANGITAA	HAWAIIAN GUITAR
ROODOBARANSA	LOAD BALANCER
FOORUDINGUDOA	FOLDING DOOR
TOPPUNOOTO	TOP NOTE
RAKUUNDOGGU	RACCOON DOG
TAARUPICCHI	TAR PITCH
SOODAFAUNTEN	SODA FOUNTAIN
INFOMEESHONSENTAA	INFORMATION CENTER
GURIDDOGAARU	GRID GIRL
NETTOWAAKUTOPOROJII	NETWORK TOPOLOGY
GURIDDOPATAAN	GRID PATTERN
MOOGURUSUKII	MOGUL SKI
KURIEETIBUEEJENSHII	CREATIVE AGENCY
FURONTOROO	FRONT ROW
RUUTIINWAAKU	ROUTINE WORK
HAADOWEAERAA	HARDWARE ERROR
GUREKOROOMAN	GRECO ROMAN
SAMAARIZOOTO	SUMMER RESORT
MAAJINARUSUPOOTSU	MARGINAL SPORTS
ONRAINKONPYUUTASHISUTEMU	ONLINE COMPUTER SYSTEM
KIIBOODOBAFFA	KEYBOARD BUFFER
FAMIRIISAIZU	FAMILY SIZE
NYUURIIDAA	NEW LEADER
MAIRUDOINFUREESHON	MILD INFLATION
OOBUNMITON	OVEN MITT
MEERURIIDAA	MAIL READER
FUREEMURIREE	FRAME RELAY
DOKYUMENTEESHONSENTA	DOCUMENTATION CENTRE
SERUFUIMEEJI	SELF IMAGE
KATEGORIIMISUTEEKU	CATEGORY MISTAKE
INFOMEESHONBUROOKAA	INFORMATION BROKER
INTAANETTOSURANGU	INTERNET SLANG
NETTOYUUZA	NET USER
KANPANIIEKONOMISUTO	COMPANY ECONOMIST
SHOTTOBAA	SHOT BAR
ROOSUKUURU	LAW SCHOOL
KEEBURUSAABISUPUROBAIDA	GLOBAL SERVICE PROVIDER
TOPPUKOOTO	TOP COAT
HOTTOCHOKOREETO	HOT CHOCOLATE
INDOAAPUREEGURAUNDO	INDOOR PLAYGROUND
KIIMAKURO	KEY MACRO
RIBORUBINGUROON	REVOLVING LOAN
SUMUUZUSHEEDINGU	SMOOTH SHADING
GURUUPUSEKKUSU	GROUP SEX
BIIPUKOODO	BEEP CODE
SUPOTTOKARAA	SPOT COLOR
AAKUTIKKUSHISUKO	ARCTIC CISCO
NYUUJENEREESHON	NEW GENERATION
EREKUTORIKKUKOMAASU	ELECTRIC COMMERCE
DANSUPAATII	DANCE PARTY
EREKUTORONIKKUMEERU	ELECTRONIC MAIL
MASUSUTAATO	MASS START
SUKURIINPUREE	SCREEN PLAY
RIITAAN'EESU	RETURN ACE
OOTOSEEBU	AUTO SAVE
REBAASOOSEEJI	LIVER SAUSAGE
RISUKIISHIFUTO	RISKY SHIFT
KANTORIIUEA	COUNTRY WEAR
SOFUTOKOORARU	SOFT CORAL
MONROOEFEKUTO	MONROE EFFECT
UOOTAAPORO	WATER POLO
BUUTOSUTORAPPUPUROGURAMU	BOOTSTRAP PROGRAM
KURAIANTOSAABA	CLIENT SERVER
SERUANIMEESHON	CEL ANIMATION
RUUTODIREKUTORI	ROOT DIRECTORY
SENTOBAANAADO	SAINT BERNARD
KAAPUURU	CAR POOL
FURUUTSUSANDOICCHI	FRUITS SANDWICH
RASSHUGAADO	RASH GUARD
KUROSUBOOTINGU	CROSS VOTING
FAINCHUUNINGU	FINE TUNING
SUTOONGURABU	STONE CRAB
YUNIFOOMURISOOSUROKEETA	UNIFORM RESOURCE LOCATOR
HOOMUBIRUDAA	HOME BUILDER
SUTEETASUSHINBORU	STATUS SYMBOL
KONPAKUTOKAA	COMPACT CAR
SHIIRINGURANPU	CEILING LAMP
MAKUSHISUKAATO	MAXI SKIRT
NOOKURACCHI	NO CLUTCH
FAASUTOBUREEKU	FAST BREAK
ONRAINDEETABEESU	ONLINE DATABASE
NYUUAABANIZUMU	NEW URBANISM
ROOSARUFA	LOW SULPHUR
AARUDEKO	ART DECO
GURUUPUDISUKASSHON	GROUP DISCUSSION
DOKYUMENTARIIDORAMA	DOCUMENTARY DRAMA
PURESURIRIISU	PRESS RELEASE
FUROAASHOO	FLOOR SHOW
HAADODORINKU	HARD DRINK
CHIIPUSHIKKU	CHEAP CHIC
SUWAPPUMIITO	SWAP MEET
YUUTIRITIIRUUMU	UTILITY ROOM
PUROSUPOOTSU	PRO SPORTS
AISUTII	ICE TEA
BATAASOOSU	BUTTER SAUCE
JIMUKUROO	JIM CROW
MANIKYUAFINGAA	MANICURE FINGER
PIIEERISUKU	P A RISC
HOOMUINPURUUBUMENTO	HOME IMPROVEMENT
KOONSUNOO	CORN SNOW
MOOSHONPIKUCHAA	MOTION PICTURE
SHIIKURETTOWINDOU	SECRETE WINDOW
FURIIBATTINGU	FREE BATTING
RIHITAASUKEERU	RICHTER SCALE
SAAMOIN'NAA	THERMO INNER
HANEMUUNBEBII	HONEYMOON BABY
UEETOTOREENINGU	WEIGHT TRAINING
GOORURAIN	GOAL LINE
ROOZUPINKU	ROSE PINK
MINTOSOOSU	MINT SAUCE
MIITOPAI	MEAT PIE
INBESUTEMENTOKAUNSERAA	INVESTMENT COUNSELOR
INDIANBURUU	INDIAN BLUE
SHIRUBAAHON	SILVER PHONE
KONSEPUTOAATO	CONCEPT ART
BANJIIJANPU	BUNGEE JUMP
MAUNTENFUREEMU	MOUNTAIN  FRAME
POORAAKAABU	POLAR CURVE
SUPOOTSUTOREENAA	SPORTS TRAINER
CHUNIKKUKOOTO	TUNIC COAT
MANEERITERASHII	MONEY LITERACY
GURUTENMIIRU	GLUTEN MEAL
BAINARIMOODO	BINARY MODE
NONRAA	NON LA
TORIPURUSUCHIIRU	TRIPLE STEAL
OOPUNKOOSU	OPEN COURSE
GORUFUKAATO	GOLF CART
AMERIKEENUSOOSU	AMERICAN SAUCE
KOMYUNITIISUKUURU	COMMUNITY SCHOOL
SUPIIDOSUKEETO	SPEED SKATE
TEEPURAITAA	TAPE WRITER
KONTENTSUDERIBARIINETTOWAAKU	CONTENTS DELIVERY NETWORK
KYARIAMEERU	CARRIER MAIL
ASURECHIKKUFIIRUDO	ATHLETIC FIELD
YUUBIKITASUKONPYUUTINGU	UBIQUITOUS COMPUTING
GOORUDENSUKOA	GOLDEN SCORE
AUTORAIN'YUUTIRITI	OUTLINE UTILITY
IYAPUROTEKUTAA	EAR PROTECTOR
BIDEODISUPUREIKAADO	VIDEO DISPLAY CARD
IMEEJIDEETA	IMAGE DATA
AMERIKANSOOSU	AMERICAN SAUCE
KASETTOTEEPUREKOODAA	CASSETTE TAPE RECORDER
IN'NAASHITII	INNER CITY
ROSURIIDAA	LOSS LEADER
SAABUANDOBOREE	SERVE AND VOLLEY
SHUREDDOCHIIZU	SHREDDED CHEESE
AIMUSOORII	I'M SORRY
SAAFUPANTSU	SURF PANTS
SUPOOTSUBAGGU	SPORTS BAG
KUROSUTOREENINGU	CROSS TRAINING
SETTOPUREE	SET PLAY
NEKKUWOOMAA	NECK WARMER
AWEEGOORU	AWAY GOAL
KIIPUREEYA	KEY PLAYER
RENTARIISU	RENT LEASE
ENGEEJIRINGU	ENGAGEMENT RING
DORAFUTOMOODO	DRAFT MODE
MANAAWEA	MANNER WEAR
SAABISUKURASU	SERVICE CLASS
SUTOROOHATTO	STRAW HAT
KOONFUREEKUSU	CORN FLAKES
BASUTSUAA	BUS TOUR
SUKURIINSEIBU	SCREEN SAVE
EKUSUTORIIMUSUPOOTSU	EXTREME SPORTS
EACHANBAA	AIR CHAMBER
KARAAFIRUMU	COLOR FILM
HAIKII	HIGH KEY
SUCHIIRUUURU	STEEL WOOL
SUTAKKUTOREESU	STACK TRACE
SHIFUTOREJISUTAA	SHIFT REGISTER
FURUUTSUDORINKU	FRUITS DRINK
MASUMUUBUMENTO	MASS MOVEMENT
ASUKIIMOODO	ASCII MODE
GORUFUBOORU	GOLF BALL
VAAJON'APPU	VERSION UP
SHIIRINGUFAN	CEILING FAN
KYASSHUKONTOROORA	CACHE CONTROLLER
PURANJAAPONPU	PLUNGER PUMP
BEEKUDOCHIIZUKEEKI	BAKED CHEESECAKE
KURISUMASUPAATII	CHRISTMAS PARTY
ENHANSUTOPARARERUINTAFEESU	ENHANCED PARALLEL INTERFACE
PURANTOBEESU	PLANT BASE
KUROSUBOORU	CROSS BALL
ENKAUNTAAGURUUPU	ENCOUNTER GROUP
NANBAAPOOTABIRITII	NUMBER PORTABILITY
MINIMARUAATO	MINIMAL ART
DOROPPUDAUNMENYUU	DROP DOWN MENU
MISUTERIITSUAA	MYSTERY TOUR
KEEBURUASENBURI	CABLE ASSEMBLY
BIAHOORU	BEER HALL
FURIIRIIDO	FREE REED
HOOMUOOTOMEESHON	HOME AUTOMATION
ROOFAI	LO FI
CHIIFUSEKONDO	CHIEF SECOND
SURUUPASU	THROUGH PASS
AATOGYARARII	ART GALLERY
SAAFURAIDAA	SURF RIDER
KURIINBIRU	CLEAN BILL
SENTAAOBUEKUSERENSU	CENTER OF EXCELLENCE
NEBAAMAIN	NEVER MIND
AAKUGAUJINGU	ARC GOUGING
JANPAASUKAATO	JUMPER SKIRT
MANEESAPURAI	MONEY SUPPLY
BUUTOSEKUTAA	BOOT SECTOR
KONPARABURUWAASU	COMPARABLE WORTH
HOOMUSEKYURITIISHISUTEMU	HOME SECURITY SYSTEM
FEISUMAAKU	FACE MARK
HIITOAPPU	HEAT UP
GURIINFURASSHU	GREEN FLASH
NOMINARUREETO	NOMINAL RATE
KONPYUUTASAIENSU	COMPUTER SCIENCE
BUREEKIRANPU	BRAKE LUMP
ITTOGAARU	IT GIRL
JAPANIIZUINGURISSHU	JAPANESE ENGLISH
BEBIIPAUDAA	BABY POWDER
EKISUTORAHOORU	EXTRA HOLE
KAADODEKKU	CARD DECK
ORINPIKKUIYAA	OLYMPIC YEAR
SUICCHIDOBAACHARUSAAKITTO	SWITCHED VIRTUAL CIRCUIT
KIIASAIN	KEY ASSIGN
KOMYUUTAAMARIJJI	COMMUTER MARRIAGE
FOGETTOMIINOTTO	FORGET ME NOT
KAUNTAAATAKKU	COUNTER ATTACK
SUPAIKIIKATTO	SPIKY CUT
NYUUGINIA	NEW GUINEA
NANBAASUKUURU	NUMBER SCHOOL
IISUTAAMANDEE	EASTER MONDAY
RIMOOTOWAAKU	REMOTE WORK
INTAANETTOSHOPPU	INTERNET SHOP
UOOKINGUSHUUZU	WALKING SHOES
YUUROSENTO	EURO CENT
AIDORUKORAAJU	IDOL COLLAGE
FIRUMUREKOODA	FILM RECORDER
INKOONAA	IN CORNER
EKIJIBISHONGEEMU	EXHIBITION GAME
KOORUDORISETTO	COLD RESET
NEODAAWINIZUMU	NEO DARWINISM
APAATOMENTOHAUSU	APARTMENT HOUSE
KEEBURURUUTA	CABLE ROUTER
SUTEETASUBAA	STATUS BAR
DESUMAACHI	DEATH MARCH
MOJURAAKEEBURU	MODULAR CABLE
KYARIIKEESU	CARRY CASE
IIJIIKEA	EASY CARE
SUPIIDOAPPU	SPEED UP
GAIDOTSUAA	GUIDED TOUR
ROOSHIRUKU	RAW SILK
HAAFUSUINGU	HALF SWING
NEIBIIBURUU	NAVY BLUE
GURANDOSUTANDOPUREE	GRANDSTAND PLAY
INTAAZEMINAARU	INTER SEMINAR
AMERIKABIIBAA	AMERICA BEAVER
BIORADAMOORE	VIOLA D'AMORE
AAKAIBUBITTO	ARCHIVE BIT
HOOMUTOREEDO	HOME TRADE
PIIKUPAFOOMANSUBOIYANSHII	PEAK PERFORMANCE BUOYANCY
BURAKKUJAANARIZUMU	BLACK JOURNALISM
MIRUKUSHEEKU	MILK SHAKE
SHORUDAAHON	SHOULDER PHONE
DOROOINGUSOFUTOWEA	DRAWING SOFTWARE
IIRUDOKAABU	YIELD CURVE
RUUCHINGUTEEBURU	ROUTING TABLE
DEETATAIPU	DATA TYPE
SAINPUREE	SIGN PLAY
YUUSUKEESU	USE CASE
KASUKEEDOMENYUU	CASCADING MENU
CHAATOFAIRU	CHART FILE
CHEENSUTOA	CHAIN STORE
INKURIMENTARUSAACHI	INCREMENTAL SEARCH
CHUUN'NAPPU	TUNE UP
KONDENSAARENZU	CONDENSER LENS
KIDONIIPAI	KIDNEY PIE
KEAWAAKAA	CARE WORKER
SHINGAPOORUDORU	SINGAPORE DOLLAR
OONASHEFU	OWNER CHEF
FURUUTSUPONCHI	FRUITS PUNCH
KOODOSETTO	CODE SET
KONFOOTOBAIKU	COMFORT BIKE
DIFUUJON'INDEKKUSU	DIFFUSION INDEX
INTAANETTOGYANBURU	INTERNET GAMBLE
DEETAWEAHAUSU	DATA WAREHOUSE
FOSUTAACHAIRUDO	FOSTER CHILD
ANCHIIKUFASSHON	ANTIQUE FASHION
SUKUURUFIGYUA	SCHOOL FIGURE
CHOKOREETOKEEKI	CHOCOLATE CAKE
OOTOROGUIN	AUTO LOGIN
IIZUXIN	E ZINE
NYUUEEJI	NEW AGE
BATTERIGEEJI	BATTERY GAUGE
MEERUNYUUSU	MAIL NEWS
SUPUREEDORAI	SPRAY DRY
OFISUGAARU	OFFICE GIRL
RANWEISHOO	RUNWAY SHOW
BEESUMANEE	BASE MONEY
BOORINGUMASHIN	BORING MACHINE
PIGUMIIMAAMOSETTO	PYGMY MARMOSET
PAKKEEJISOFUTO	PACKAGE SOFT
FOTOGYARARII	PHOTO GALLERY
BATONGAARU	BATON TWIRLER
CHIIMUTIICHINGU	TEAM TEACHING
BEESUMEMORI	BASE MEMORY
RABUKOMEDII	LOVE COMEDY
WAAKINGUHORIDEE	WORKING HOLIDAY
AACHIDAMU	ARCH DAM
BAACHARUMANEE	VIRTUAL MONEY
DERIGEETOSAABAA	DELEGATE SERVER
SAABISUSUTEISHON	SERVICE STATION
ROORAASUKEETO	ROLLER SKATE
KUROOZUDOAAKITEKUCHA	CLOSED ARCHITECTURE
POKETTOMONKII	POCKET MONKEY
MESSENJAABAGGU	MESSENGER BAG
MOOTAAHOTERU	MOTOR HOTEL
MINICHUAKAA	MINIATURE CAR
RAN'NINGUSHUUZU	RUNNING SHOES
HOOMUGURAUNDO	HOME GROUND
ORINPIKKUDEE	OLYMPIC DAY
KONSUTEREESHONSHISUTEMU	CONSTELLATION SYSTEM
MASSAAJICHEA	MASSAGE CHAIR
KIRAAAPURIKEESHON	KILLER APPLICATION
GURIINMAN	GREEN MAN
AFUTAASAABISU	AFTER SERVICE
KUURUBOKKUSU	COOL BOX
INSAIDOREPOOTO	INSIDE REPORT
KOOTOHANGAA	COAT HANGER
ENTAAKII	ENTER KEY
BAACHARUSAAKITTO	VIRTUAL CIRCUIT
AASUDEE	EARTH DAY
DISUPUREIKAADO	DISPLAY CARD
IISUTAAEGGU	EASTER EGG
KOODINGUSHISUTEMU	CODING SYSTEM
RONGUANDOSHOOTOSUTECCHI	LONG AND SHORT STITCH
BARUUNMOORII	BALLOON MOLLY
WAARUDOKAPPU	WORLD CUP
INSAIDOSUTOORII	INSIDE STORY
BENCHISHIITO	BENCH SEAT
GIGUEKONOMII	GIG ECONOMY
GORUFUUIDOO	GOLF WIDOW
YUUZAFOORAMU	USER FORUM
GEEMUOORU	GAME ALL
WAADORAPPU	WORD WRAP
KUKKINGUSUKUURU	COOKING SCHOOL
PUCHIFUURU	PETIT FOUR
OODEKORON	EAU DE COLOGNE
ANTAIDOROON	UNTIED LOAN
SHORUDAAPADDO	SHOULDER PAD
TOOKUSHOO	TALK SHOW
EKUSUKURUUSHIBUOA	EXCLUSIVE OR
GURIINKAATEN	GREEN CURTAIN
GURAFIKARUYUUZAAINTAAFEESU	GRAPHICAL USER INTERFACE
BAREEDANSAA	BALLET DANCER
FIIJIBIRITIISUTADII	FEASIBILITY STUDY
DAINAMIKKURIROKEESHON	DYNAMIC RELOCATION
EIPURIRUFUURU	APRIL FOOL
MASUTAASUKUUBADAIBAA	MASTER SCUBA DIVER
IYAMONITAA	EAR MONITOR
INFOMEESHONRITERASHII	INFORMATION LITERACY
KURUUSOKKUSU	CREW SOCKS
SHITIIEATAAMINARU	CITY AIR TERMINAL
KOORUMANEE	CALL MONEY
DORAGONFURUUTSU	DRAGON FRUITS
KOODOSAIZU	CODE SIZE
RAIVUSHOO	LIVE SHOW
KIIKEESU	KEY CASE
UINDOSHIAA	WIND SHEAR
AKUSESUAAMU	ACCESS ARM
ROIYARITIIFURII	ROYALTY FREE
NOOBAUNDO	NO BOUND
ROOBATTERI	LOW BATTERY
GAADOBANKAA	GUARD BUNKER
MENTARUBUREEKU	MENTAL BREAK
KURACCHIHITTAA	CLUTCH HITTER
FOTORAIBURARII	PHOTO LIBRARY
AABANPURAN'NAA	URBAN PLANNER
ROORUINJIKEETA	ROLE INDICATOR
JUUKUBOKKUSU	JUKE BOX
PUROSESUCHIIZU	PROCESS CHEESE
GEIPAREEDO	GAY PARADE
KUIKKURUWAIPAA	QUICK SWEEPER
SUKIITSUAA	SKI TOUR
POINTOANDOSHUUTO	POINT AND SHOOT
UESUTANMYUUJIKKU	WESTERN MUSIC
MASSHURUUMUKATTO	MUSHROOM CUT
AMERIKASAINRANGEEJI	AMERICA SIGN LANGUAGE
OSUTORICCHIPORISHII	OSTRICH POLICY
TOPPUKUOOKU	TOP QUARK
PINKUGUREEPUFURUUTSU	PINK GRAPEFRUIT
SHUUTINGUGEEMU	SHOOTING GAME
ENDINGUROORU	ENDING ROLL
PANERUHIITINGU	PANEL HEATING
BUROOKUNHAATO	BROKEN HEART
INTAANETTOWAARUDO	INTERNET WORLD
REEBAAYUNION	LABOR UNION
PANAMANIANSAAJANTO	PANAMANIAN SERGEANT
CHIAHOON	CHEER HORN
FURIIDAIYARU	FREE DIAL
MASUTAAMODERU	MASTER MODEL
BAUCHAASHISUTEMU	VOUCHER SYSTEM
KINETIKKUAATO	KINETIC ART
AAMUCHEAADITEKUTIBU	ARMCHAIR DETECTIVE
SHOOTOSUKUIZU	SHORT SQUEEZE
KOONFUREEKU	CORN FLAKE
SAADOBEESU	THIRD BASE
BEKUTAAGURAFIKKUSU	VECTOR GRAPHICS
KUROONIIKYAPITARIZUMU	CRONY CAPITALISM
KONPYUUTASEKYURITI	COMPUTER SECURITY
FIIRUDOGURASU	FIELD GLASSES
BIJINESUPAATONAA	BUSINESS PARTNER
RONGUSERAA	LONG SELLER
SUPAAKUPURAGU	SPARK PLUG
TORAFIKKUFUROO	TRAFFIC FLOW
FEESUPAUDAA	FACE POWDER
BODIISHIZAAZU	BODY SCISSORS
SAWAAKURIIMU	SOUR CREAM
CHARITIKONSAATO	CHARITY CONCERT
SHIISOOGEEMU	SEESAW GAME
ROOKATTO	LOW CUT
YUNITTOROODO	UNIT LOAD
BURUUBUKKU	BLUE BOOK
BURAKKUTAIGAA	BLACK TIGER
ANIMEESHONSOFUTOWEA	ANIMATION SOFTWARE
NETTOSAAFIN	NET SURFING
DEETAANARISUTO	DATA ANALYST
HAIHAADORU	HIGH HURDLE
AIKONIKKUINTAFEESU	ICONIC INTERFACE
JENDAAFURII	GENDER FREE
RIBAASHIBURUFABURIKKU	REVERSIBLE FABRIC
ROORAAGEEMU	ROLLER GAME
KONSUPIRASHIISEORII	CONSPIRACY THEORY
BAATEKKUSUSHEEDA	VERTEX SHADER
KYARIIBAGGU	CARRY BAG
FURUSUKURIIN	FULL SCREEN
POPYURAASONGU	POPULAR SONG
KAKUTERUPAATII	COCKTAIL PARTY
HANDOKURIIMU	HAND CREAM
SUPIIDOBOORU	SPEED BALL
HAADOWAIYAADO	HARD WIRED
MEINKOOSU	MAIN COURSE
FURIIAKUSESUFUROA	FREE ACCESS FLOOR
PURODEBYUU	PRO DEBUT
DEERAITOSUKURIIN	DAYLIGHT SCREEN
SAABISUENDOPOINTO	SERVICE END POINT
DEZAINAADORAGGU	DESIGNER DRUG
HOOMUEREKUTORONIKUSU	HOME ELECTRONICS
FAMIRIIBAIKU	FAMILY BIKE
OORUSHIIZUN	ALL SEASON
BOAKONSUTORIKUTAA	BOA CONSTRICTOR
WANPIISU	ONE PIECE
INDOSARII	INDO SARI
ROKKUBYUUTII	ROCK BEAUTY
FURAFUUPU	HULA HOOP
MENBAAZUKAADO	MEMBER'S CARD
SURAPPUSUKEETO	SLAP SKATE
TEERURANPU	TAIL LAMP
KURAUNROOSUTO	CROWN ROAST
NASHONARUCHIIMU	NATIONAL TEAM
ONRAINTOREEDINGU	ONLINE TRADING
FUROADIREKUTAA	FLOOR DIRECTOR
SUUPUKAREE	SOUP CURRY
AKUTIBUTAAMINEETA	ACTIVE TERMINATOR
SENKYUU	THANK YOU
MIINZUTESUTO	MEANS TEST
MEERUMAGAJIN	MAIL MAGAZINE
RASUTAAFAIRU	RASTER FILE
BAASUDEEKAADO	BIRTHDAY CARD
RIKARENTONYUURARUNETTOWAAKU	RECURRENT NEURAL NETWORK
ZOONPANCHI	ZONE PUNCH
NANBAAKUROSU	NUMBER CROSS
MENBAAKOODO	MEMBER CODE
SUNIIKUPUREBYUU	SNEAK PREVIEW
RUUPURAIN	LOOP LINE
YOGAINSUTORAKUTAA	YOGA INSTRUCTOR
OOBAANII	OVER KNEE
SUPAARINGUPAATONAA	SPARRING PARTNER
MAZAAFAKKAA	MOTHER FUCKER
POORAAMESODDO	POLAR METHOD
PUSSHUTEKUNOROJII	PUSH TECHNOLOGY
INFOMEESHONSAIENSU	INFORMATION SCIENCE
SUPIIDOSUPUREEYAA	SPEED SPRAYER
KARAAPURINTA	COLOR PRINTER
KANADADEE	CANADA DAY
BYUUTIIHAUSU	BEAUTY HOUSE
ASURIITOTORASUTO	ATHLETE TRUST
BEEKUOFU	BAKE OFF
MAAKETTORISAACHI	MARKET RESEARCH
DAUNROODOONRIIMENBAA	DOWNLOAD ONLY MEMBER
SHORUDAABAGGU	SHOULDER BAG
KIIRESEPUTAKURU	KEY RECEPTACLE
PAAFEKUTOBODI	PERFECT BODY
FIICHAAHON	FEATURE PHONE
FOOKUDANSU	FOLK DANCE
SUISUROORU	SWISS ROLL
HOOMUYUUZAA	HOME USER
TOOKUNPASSHINGUPUROTOKORU	TOKEN PASSING PROTOCOL
SHIIGURIIN	SEA GREEN
SHIFUTOKII	SHIFT KEY
FURUURUDOSERU	FLEUR DE SEL
FIGYUASUKEETINGU	FIGURE SKATING
OONAADORAIBAA	OWNER DRIVER
HOOMUIN	HOME IN
OORUDOGAADO	OLD GUARD
SHIPPINGUZOON	SHIPPING ZONE
TABURETTOKONTOROORAA	TABLET CONTROLLER
AMERIKANRAGUBII	AMERICAN RUGBY
SHIRIARUTORAKKUBOORU	SERIAL TRACKBALL
OIRUBUREEKI	OIL BRAKE
DEETACHANERU	DATA CHANNEL
FURIIFOORU	FREE FALL
SARAARIIMAN	SALARY MAN
OFUOFUBUROODOWEE	OFF OFF BROADWAY
NYUUWEEVU	NEW WAVE
TORANSUPAATII	TRANCE PARTY
SHOOTODORINKU	SHORT DRINK
KYARIIBITTO	CARRY BIT
KASHUUNATTSU	CASHEW NUTS
NAITOSHOO	NIGHT SHOW
SOORAASHISUTEMU	SOLAR SYSTEM
OOGUMENTEDDORIARITII	AUGMENTED REALITY
SHOOTOSHOOTO	SHORT SHORT
EREKUTORONIKKUMYUUJIKKU	ELECTRONIC MUSIC
NYUUJAZU	NEW JAZZ
KOORUDOSURIIPU	COLD SLEEP
SANITARIIBOKKUSU	SANITARY BOX
TORANZAKUSHONROORUBAKKU	TRANSACTION ROLLBACK
BURENDEDDOFAMIRII	BLENDED FAMILY
SUTEESHONWAGON	STATION WAGON
HOTTOKOORA	HOT COLA
UOOTAAKUROZETTO	WATER CLOSET
ON'YUAMAAKU	ON YOUR MARK
INTAANETTOAKUSESU	INTERNET ACCESS
ANDAASUROO	UNDER THROW
ABUSUTORAKUTOAATO	ABSTRACT ART
FOOKUSHINGAA	FOLK SINGER
NETTOWAAKUKONTOROORA	NETWORK CONTROLLER
SUTAATINGURAIN'APPU	STARTING LINEUP
KONBAINHAABESUTAA	COMBINE HARVESTER
ENTAAPURAIZUREBERU	ENTERPRISE LEVEL
NYUUSURIIDAA	NEWS READER
ENPAIACHUUBU	EMPIRE TUBE
WAIYAROOPU	WIRE ROPE
TSUINRUUMU	TWIN ROOM
MIDDOSENCHURII	MID CENTURY
MINIMARUMYUUJIKKU	MINIMAL MUSIC
SOOSHARUHARASUMENTO	SOCIAL HARASSMENT
KOODOGURUUPU	CODE GROUP
RAN'NINGUPUREE	RUNNING PLAY
HOOMUBANKINGU	HOME BANKING
WEITINGURUUMU	WAITING ROOM
FOWAADOPASU	FORWARD PASS
OIRUSAADIN	OIL SARDINE
MEGAFUROOTO	MEGA FLOAT
BIJINESURETAA	BUSINESS LETTER
ROORUAUTO	ROLL OUT
HOWAITOTAIGAA	WHITE TIGER
PANTIISUKAATO	PANTY SKIRT
FASSHONDEZAINAA	FASHION DESIGNER
TAIMUWAAPU	TIME WARP
BODIISURAMU	BODY SLAM
KEAMANEEJIMENTO	CARE MANAGEMENT
MEINTEEBURU	MAIN TABLE
WANRUUMUMANSHON	ONE ROOM MANSION
BAKYUUMUKARAMU	VACUUM COLUMN
TORANZAKUTOESUKYUUERU	TRANSACT SQL
RIIDOTAIMU	LEAD TIME
HIITOAIRANDO	HEAT ISLAND
SAABISUBYUUROO	SERVICE BUREAU
KUORIFAINGUTOONAMENTO	QUALIFYING TOURNAMENT
SUPIIDODAUN	SPEED DOWN
SOOSHARUDISUTANSU	SOCIAL DISTANCE
APIIZUMENTOPORISHII	APPEASEMENT POLICY
REMONJUUSU	LEMON JUICE
GURIINREBORYUUSHON	GREEN REVOLUTION
TEEPUBAKKUAPPU	TAPE BACKUP
PAIREETSUPANTSU	PIRATE'S PANTS
APAACHAGURIRU	APERTURE GRILLE
FUROKKUKOOTO	FROCK COAT
FIIRUDOHOKKEE	FIELD HOCKEY
PAIROTTOBARUUN	PILOT BALLOON
KUROOZUDOSAAKURU	CLOSED CIRCLE
BODIITACCHI	BODY TOUCH
EMERIIZUGUREGORII	EMERY'S GREGORY
KYABUSHASHII	CAB CHASSIS
WAARUDOWAIDOWEBU	WORLD WIDE WEB
KAASHEARINGU	CAR SHARING
DEEHOSUPITARU	DAY HOSPITAL
KARAAKONBINEESHON	COLOR COMBINATION
PINKURORIITA	PINK LOLITA
UOOTAASHUUTO	WATER CHUTE
SUKYUUGIA	SKEW GEAR
WOOTAAKUURAA	WATER COOLER
UURIIMONKII	WOOLLY MONKEY
MEJAARIIGAA	MAJOR LEAGUER
SHIGARETTOHOORUDAA	CIGARETTE HOLDER
SOOSHARUWAAKU	SOCIAL WORK
BIDEOAATO	VIDEO ART
BURAINDODEETO	BLIND DATE
INJUARIITAIMU	INJURY TIME
