フェミニニティ	femininity	F_EH2_M_AH0_N_IH1_N_AH0_T_IY0
エブリボディー	everybody	EH1_V_R_IY0_B_AA2_D_IY0
アシュラム	ashram	AE1_SH_R_AA0_M
アーシュラマ	ashram	AE1_SH_R_AA0_M
デレゲーション	delegation	D_EH2_L_AH0_G_EY1_SH_AH0_N
ハーン	khan	K_AA1_N
ハン	khan	K_AA1_N
チカノ	chicano	CH_IH0_K_AA1_N_OW0
インタヴュアー	interviewer	IH1_N_T_ER0_V_Y_UW2_ER0
インタビューアー	interviewer	IH1_N_T_ER0_V_Y_UW2_ER0
キャバレイ	cabaret	K_AE2_B_ER0_EY1
ホールセラー	wholesaler	HH_OW1_L_S_EY2_L_ER0
フィナンス	finance	F_AH0_N_AE1_N_S
セオレティカル	theoretical	TH_IY2_ER0_EH1_T_IH0_K_AH0_L
エントリモデル	entry|model	EH1_N_T_R_IY0|M_AA1_D_AH0_L
インストゥメンタル	instrumental	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L
インストゥルメンタル	instrumental	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L
インストルメンタル	instrumental	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L
プレゼンス	presence	P_R_EH1_Z_AH0_N_S
エミュー	emu	IY1_M_Y_UW2
アトモスフェア	atmosphere	AE1_T_M_AH0_S_F_IH2_R
ウインザーチェアー	windsor|chair	W_IH1_N_Z_ER0|CH_EH1_R
ウインザーチェア	windsor|chair	W_IH1_N_Z_ER0|CH_EH1_R
ウィンザーチェア	windsor|chair	W_IH1_N_Z_ER0|CH_EH1_R
クルーソー	crusoe	K_R_UW1_S_OW0
ワーム	worm	W_ER1_M
マリーセレステ	mary|celeste	M_EH1_R_IY0|S_AH0_L_EH1_S_T
ブロセット	brochette	B_R_OW0_SH_EH1_T
ホモファーベル	homo|faber	HH_OW1_M_OW0|F_EY1_B_ER0
ハイソサエティ	high|society	HH_AY1|S_OW0_S_AY1_IH0_T_IY0
リポート	report	R_IY0_P_AO1_R_T
プロバイダー	provider	P_R_AH0_V_AY1_D_ER0
グラフィックディスプレイ	graphic|display	G_R_AE1_F_IH0_K|D_IH0_S_P_L_EY1
ヴァーチャル	virtual	V_ER1_CH_UW0_AH0_L
バーチャル	virtual	V_ER1_CH_UW0_AH0_L
ユーザマニュアル	user|manual	Y_UW1_Z_ER0|M_AE1_N_Y_UW0_AH0_L
ユーザーマニュアル	user|manual	Y_UW1_Z_ER0|M_AE1_N_Y_UW0_AH0_L
キャパシティー	capacity	K_AH0_P_AE1_S_AH0_T_IY0
インタロゲーションマーク	interrogation|mark	IH2_N_T_EH2_R_AH0_G_EY1_SH_AH0_N|M_AA1_R_K
トリビア	trivia	T_R_IH1_V_IY0_AH0
ビザー	visa	V_IY1_Z_AH0
ビザ	visa	V_IY1_Z_AH0
アウトワァド	outward	AW1_T_W_ER0_D
ハシシュ	hashish	HH_AE0_SH_IY1_SH
ハシッシュ	hashish	HH_AE0_SH_IY1_SH
ハッシッシ	hashish	HH_AE0_SH_IY1_SH
ステープル	staple	S_T_EY1_P_AH0_L
ケニア	kenya	K_EH1_N_Y_AH0
ホーリー	holly	HH_AA1_L_IY0
アダプティヴ	adaptive	AH0_D_AE1_P_T_IH0_V
インターセプト	intercept	IH2_N_T_ER0_S_EH1_P_T
アドバイザー	adviser	AE0_D_V_AY1_Z_ER0
ウィンドウショッピング	window|shopping	W_IH1_N_D_OW0|SH_AA1_P_IH0_NG
ウインドーショッピング	window|shopping	W_IH1_N_D_OW0|SH_AA1_P_IH0_NG
カリパー	caliper	K_AE1_L_AH0_P_ER0
サック	sack	S_AE1_K
コンサバティブ	conservative	K_AH0_N_S_ER1_V_AH0_T_IH0_V
エクスプレス	express	IH0_K_S_P_R_EH1_S
ソフトキャンディ	soft|candy	S_AA1_F_T|K_AE1_N_D_IY0
インターフォン	interphone	IH2_N_T_ER0_F_OW1_N
スカンディナヴィア	scandinavia	S_K_AE2_N_D_IH0_N_EY1_V_IY0_AH0
スカンジナヴィア	scandinavia	S_K_AE2_N_D_IH0_N_EY1_V_IY0_AH0
スカンディナビア	scandinavia	S_K_AE2_N_D_IH0_N_EY1_V_IY0_AH0
オーマイゴッド	oh|my|god	OW1|M_AY1|G_AA1_D
オーマイガッ	oh|my|god	OW1|M_AY1|G_AA1_D
スタジオ	studio	S_T_UW1_D_IY0_OW2
イニシャライズ	initialize	IH2_N_IH1_SH_AH0_L_AY2_Z
カスタマ	customer	K_AH1_S_T_AH0_M_ER0
ブイオーアイピー	v|o|i|p	V_IY1|OW1|AY1|P_IY1
アッレグロ	allegro	AH0_L_EH1_G_R_OW2
ウオームアップ	warm|up	W_AO1_R_M|AH1_P
トルバドゥール	troubadour	T_R_UW1_B_AH0_D_AO2_R
マシンガン	machine|gun	M_AH0_SH_IY1_N|G_AH1_N
シンクロニシティー	synchronicity	S_IH0_NG_K_R_AH0_N_IH1_S_IH0_T_IY0
コンピュータアート	computer|art	K_AH0_M_P_Y_UW1_T_ER0|AA1_R_T
コンストラクター	constructor	K_AH0_N_S_T_R_AH1_K_T_ER0
ゾゥァラジカル	zoological	Z_UW2_L_AA1_JH_IH0_K_AH0_L
エキセントリック	eccentric	EH2_K_S_EH1_N_T_R_IH0_K
ローカライゼーション	localization	L_OW2_K_AH0_L_AH0_Z_EY1_SH_AH0_N
ローカリゼーション	localization	L_OW2_K_AH0_L_AH0_Z_EY1_SH_AH0_N
バイオレンス	violence	V_AY1_AH0_L_AH0_N_S
アネスセチック	anesthetic	AE2_N_AH0_S_TH_EH1_T_IH0_K
フレンチネイル	french|nail	F_R_EH1_N_CH|N_EY1_L
スーツ	suit	S_UW1_T
ネールエナメル	nail|enamel	N_EY1_L|IH0_N_AE1_M_AH0_L
メンバ	member	M_EH1_M_B_ER0
セション	session	S_EH1_SH_AH0_N
ラディアンス	radiance	R_EY1_D_IY2_AH0_N_S
ソナー	sonar	S_OW1_N_AA0_R
オラウータン	orangutan	AO0_R_AE1_NG_AH0_T_AE0_N
ニューロン	neuron	N_UH1_R_AA0_N
コージェネレーション	cogeneration	K_OW1_JH_EH1_N_ER0_EY1_SH_AH0_N
グルメ	gourmet	G_UH1_R_M_EY2
パブリシティ	publicity	P_AH0_B_L_IH1_S_IH0_T_IY0
デビル	devil	D_EH1_V_AH0_L
プロジェクトマネージャー	project|manager	P_R_AA1_JH_EH0_K_T|M_AE1_N_AH0_JH_ER0
プロジェクトマネージャ	project|manager	P_R_AA1_JH_EH0_K_T|M_AE1_N_AH0_JH_ER0
マロー	mallow	M_AE1_L_OW0
アメリカンカジュアル	american|casual	AH0_M_EH1_R_IH0_K_AH0_N|K_AE1_ZH_AH0_W_AH0_L
マネージメント	management	M_AE1_N_AH0_JH_M_AH0_N_T
マネジメント	management	M_AE1_N_AH0_JH_M_AH0_N_T
リメーク	remake	R_IY1_M_EY1_K
ロマンチツク	romantic	R_OW0_M_AE1_N_T_IH0_K
ロマンチック	romantic	R_OW0_M_AE1_N_T_IH0_K
パイナップル	pineapple	P_AY1_N_AE2_P_AH0_L
パイナポー	pineapple	P_AY1_N_AE2_P_AH0_L
パインアップル	pineapple	P_AY1_N_AE2_P_AH0_L
デュプリケート	duplicate	D_UW1_P_L_AH0_K_AH0_T
デプレッション	depression	D_IH0_P_R_EH1_SH_AH0_N
バイブス	vibes	V_AY1_B_Z
システムアプローチ	system|approach	S_IH1_S_T_AH0_M|AH0_P_R_OW1_CH
パステーシュ	pastiche	P_AE2_S_T_IY1_SH
パスティーシュ	pastiche	P_AE2_S_T_IY1_SH
レヴィアタン	leviathan	L_EH0_V_AY1_AH0_TH_AH0_N
リヴァイアサン	leviathan	L_EH0_V_AY1_AH0_TH_AH0_N
リバイアサン	leviathan	L_EH0_V_AY1_AH0_TH_AH0_N
ベリフィケーション	verification	V_EH2_R_AH0_F_AH0_K_EY1_SH_AH0_N
ステッチ	stitch	S_T_IH1_CH
アナリシス	analysis	AE0_N_AE1_L_IH0_S_IH0_S
エルニニョ	el|nino	EH1_L|N_IY1_N_OW0
ジグゾーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジクソーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
ジクゾーパズル	jigsaw|puzzle	JH_IH1_G_S_AO2|P_AH1_Z_AH0_L
グーラッシュ	goulash	G_UW1_L_AA2_SH
アコーディオンプリーツ	accordion|pleats	AH0_K_AO1_R_D_IY0_AH0_N|P_L_IY1_T_S
アフタヌーンティ	afternoon|tea	AE2_F_T_ER0_N_UW1_N|T_IY1
エキステンション	extension	IH0_K_S_T_EH1_N_SH_AH0_N
グラブ	glove	G_L_AH1_V
グローヴ	glove	G_L_AH1_V
オーバーラン	overrun	OW1_V_ER0_R_AH2_N
ライタ	lighter	L_AY1_T_ER0
アーガルチェック	argyle|check	AA1_R_G_AY2_L|CH_EH1_K
ドグマチズム	dogmatism	D_AA1_G_M_AH0_T_IH2_Z_AH0_M
アーティキュレット	articulate	AA0_R_T_IH1_K_Y_AH0_L_EY2_T
アーテキュレット	articulate	AA0_R_T_IH1_K_Y_AH0_L_EY2_T
ヴァナキュラー	vernacular	V_ER0_N_AE1_K_Y_AH0_L_ER0
テープライブラリー	tape|library	T_EY1_P|L_AY1_B_R_EH0_R_IY2
マルス	mars	M_AA1_R_Z
マールス	mars	M_AA1_R_Z
エントリー	entry	EH1_N_T_R_IY0
バルミツバー	bar|mitzvah	B_AA1_R|M_IH1_T_S_V_AH0
ガゼットバッグ	gadget|bag	G_AE1_JH_AH0_T|B_AE1_G
ギャゼットバッグ	gadget|bag	G_AE1_JH_AH0_T|B_AE1_G
ガジェットバッグ	gadget|bag	G_AE1_JH_AH0_T|B_AE1_G
ベイビーフェイス	baby|face	B_EY1_B_IY0|F_EY1_S
ベビーフェース	baby|face	B_EY1_B_IY0|F_EY1_S
ベークトポテト	baked|potato	B_EY1_K_T|P_AH0_T_EY1_T_OW2
ベイクドポテト	baked|potato	B_EY1_K_T|P_AH0_T_EY1_T_OW2
オーバコート	overcoat	OW1_V_ER0_K_OW2_T
ミラーサーバ	mirror|server	M_IH1_R_ER0|S_ER1_V_ER0
リシプロシティー	reciprocity	R_EH2_S_IH0_P_R_AA1_S_IH0_T_IY0
スイープ	sweep	S_W_IY1_P
ヤングスター	youngster	Y_AH1_NG_S_T_ER0
サボタージ	sabotage	S_AE1_B_AH0_T_AA2_ZH
ロカール	locale	L_OW0_K_AE1_L
フィルム	film	F_IH1_L_M
ウィンチェスターディスク	winchester|disk	W_IH1_N_CH_EH2_S_T_ER0|D_IH1_S_K
サバナ	savanna	S_AH0_V_AE1_N_AH0
ココナツオイル	coconut|oil	K_OW1_K_AH0_N_AH2_T|OY1_L
オーパス	opus	OW1_P_AH0_S
デバイス	device	D_IH0_V_AY1_S
オプティミスティック	optimistic	AA2_P_T_IH0_M_IH1_S_T_IH0_K
ハリケーン	hurricane	HH_ER1_AH0_K_EY2_N
オポサム	opossum	OW0_P_AA1_S_AH0_M
クリエーティブ	creative	K_R_IY0_EY1_T_IH0_V
クリエーティヴ	creative	K_R_IY0_EY1_T_IH0_V
クリエーチブ	creative	K_R_IY0_EY1_T_IH0_V
クリエイティヴ	creative	K_R_IY0_EY1_T_IH0_V
オーバーシューズ	over|shoes	OW1_V_ER0|SH_AH0_Z
シフィリス	syphilis	S_IH1_F_AH0_L_IH0_S
グリフィン	griffin	G_R_IH1_F_IH0_N
リーキーバケット	leaky|bucket	L_IY1_K_IY0|B_AH1_K_IH0_T
リストラクチュアリング	restructuring	R_IY0_S_T_R_AH1_K_CH_ER0_IH0_NG
リストラチャリング	restructuring	R_IY0_S_T_R_AH1_K_CH_ER0_IH0_NG
イスタンブール	istanbul	IH2_S_T_AA0_N_B_UW1_L
インプロヴィゼーション	improvisation	IH2_M_P_R_AA0_V_IH0_Z_EY1_SH_AH0_N
インプロヴァイゼィション	improvisation	IH2_M_P_R_AA0_V_IH0_Z_EY1_SH_AH0_N
ツモロー	tomorrow	T_AH0_M_AA1_R_OW2
クロム	chrome	K_R_OW1_M
マリッジ	marriage	M_EH1_R_IH0_JH
チューバ	tuba	T_UW1_B_AH0
サブスクライバー	subscriber	S_AH0_B_S_K_R_AY1_B_ER0
スウェー	sway	S_W_EY1
エヤー	air	EH1_R
エア	air	EH1_R
ウィニングラン	winning|run	W_IH1_N_IH0_NG|R_AH1_N
アストロノミー	astronomy	AH0_S_T_R_AA1_N_AH0_M_IY0
ポートレート	portrait	P_AO1_R_T_R_AH0_T
ステイタス	status	S_T_AE1_T_AH0_S
ラマダーン	ramadan	R_AE1_M_AH0_D_AH0_N
ディーラー	dealer	D_IY1_L_ER0
デイラ	dealer	D_IY1_L_ER0
デイラー	dealer	D_IY1_L_ER0
ディラー	dealer	D_IY1_L_ER0
ディーラ	dealer	D_IY1_L_ER0
シティー	city	S_IH1_T_IY0
セコンド	second	S_EH1_K_AH0_N_D
ユニホーム	uniform	Y_UW1_N_AH0_F_AO2_R_M
ホスピタリティー	hospitality	HH_AA2_S_P_AH0_T_AE1_L_AH0_T_IY0
ウェーター	waiter	W_EY1_T_ER0
ウェイタ	waiter	W_EY1_T_ER0
ウエーター	waiter	W_EY1_T_ER0
ウエイター	waiter	W_EY1_T_ER0
ディセーブル	disable	D_IH0_S_EY1_B_AH0_L
サッシ	sash	S_AE1_SH
イヤー	ear	IY1_R
イア	ear	IY1_R
ウインド	wind	W_AY1_N_D
トライポッド	tripod	T_R_AY1_P_AA2_D
ティーザー	teaser	T_IY1_Z_ER0
ドメスチック	domestic	D_AH0_M_EH1_S_T_IH0_K
ラブラドル	labrador	L_AE1_B_R_AH0_D_AO2_R
バヌアツ	vanuatu	V_AE0_N_UW0_AA1_T_UW0
ボイストレーニング	voice|training	V_OY1_S|T_R_EY1_N_IH0_NG
ソル	sol	S_AA1_L
ウインドカーム	wind|calm	W_AY1_N_D|K_AA1_M
マルチプロセッサーシステム	multiprocessor|system	M_AH2_L_T_IY0_P_R_AA1_S_EH2_S_ER0|S_IH1_S_T_AH0_M
バンドエード	band|aid	B_AE1_N_D|EY1_D
レパートリー	repertory	R_EH1_P_ER0_T_AO2_R_IY0
ウエブマスター	webmaster	W_EH1_B_M_AE2_S_T_ER0
エクイティファイナンス	equity|finance	EH1_K_W_AH0_T_IY0|F_AH0_N_AE1_N_S
ソフトウェアメーカー	software|maker	S_AO1_F_T_W_EH2_R|M_EY1_K_ER0
ソフトウエアメーカー	software|maker	S_AO1_F_T_W_EH2_R|M_EY1_K_ER0
ソフトウェアメーカ	software|maker	S_AO1_F_T_W_EH2_R|M_EY1_K_ER0
クラリティー	clarity	K_L_EH1_R_AH0_T_IY0
ウィンドヤッケ	wind|jacket	W_AY1_N_D|JH_AE1_K_AH0_T
ヴェルヴェット	velvet	V_EH1_L_V_AH0_T
イニシアチブ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシアティヴ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イニシアチヴ	initiative	IH2_N_IH1_SH_AH0_T_IH0_V
イデオロギ	ideology	AY2_D_IY0_AA1_L_AH0_JH_IY0
レグ	leg	L_EH1_G
アポストロフィ	apostrophe	AH0_P_AA1_S_T_R_AH0_F_IY2
セザール	caesar	S_IY1_Z_ER0
シイザア	caesar	S_IY1_Z_ER0
ボーイング	bowing	B_OW1_IH0_NG
ビューティー	beauty	B_Y_UW1_T_IY0
デテクティブ	detective	D_IH0_T_EH1_K_T_IH0_V
ディテクティブ	detective	D_IH0_T_EH1_K_T_IH0_V
ウーハー	woofer	W_UH1_F_ER0
ネイチャートレイル	nature|trail	N_EY1_CH_ER0|T_R_EY1_L
インターリーブ	interleave	IH2_N_T_ER0_L_IY1_V
リファレンスブック	reference|book	R_EH1_F_ER0_AH0_N_S|B_UH1_K
ランダムウオーク	random|walk	R_AE1_N_D_AH0_M|W_AO1_K
ルビー	ruby	R_UW1_B_IY0
ボウ	bow	B_AW1
バウ	bow	B_AW1
コンバータ	converter	K_AH0_N_V_ER1_T_ER0
ニューフェース	new|face	N_UW1|F_EY1_S
バージニティ	virginity	V_ER0_JH_IH1_N_IH0_T_IY0
ウオームギア	worm|gear	W_ER1_M|G_IH1_R
メース	mace	M_EY1_S
リフレクター	reflector	R_IH0_F_L_EH1_K_T_ER0
リフレクタ	reflector	R_IH0_F_L_EH1_K_T_ER0
レフレクタ	reflector	R_IH0_F_L_EH1_K_T_ER0
テイスト	taste	T_EY1_S_T
ヴィネーグル	vinegar	V_IH1_N_AH0_G_ER0
ビネガー	vinegar	V_IH1_N_AH0_G_ER0
クオーテーション	quotation	K_W_OW0_T_EY1_SH_AH0_N
ヴィジュアル	visual	V_IH1_ZH_AH0_W_AH0_L
ハンカチーフ	handkerchief	HH_AE1_NG_K_ER0_CH_IH0_F
ハーニー	honey	HH_AH1_N_IY0
レガシーデバイス	legacy|device	L_EH1_G_AH0_S_IY0|D_IH0_V_AY1_S
オーバラップ	overlap	OW1_V_ER0_L_AE2_P
ソウルミュージック	soul|music	S_OW1_L|M_Y_UW1_Z_IH0_K
グラーヴェ	grave	G_R_EY1_V
グラーベ	grave	G_R_EY1_V
ラパロスコピ	laparoscopy	L_AE2_P_ER0_AA1_S_K_AH0_P_IY0
メソード	method	M_EH1_TH_AH0_D
カンファレンス	conference	K_AA1_N_F_ER0_AH0_N_S
チェックメイト	checkmate	CH_EH1_K_M_EY2_T
ステート	state	S_T_EY1_T
ゴーントレット	gauntlet	G_AO1_N_T_L_AH0_T
ガスケット	gasket	G_AE1_S_K_AH0_T
サイレンサー	silencer	S_AY1_L_AH0_N_S_ER2
リフレックス	reflex	R_IY1_F_L_EH0_K_S
オーディン	odin	OW1_D_AH0_N
ナルシシスト	narcissist	N_AA1_R_S_IH0_S_IH0_S_T
ビオラダモーレ	viola|d'amore	V_AY0_OW1_L_AH0|D_AE2_M_AO1_R_EY2
コンパチビリティ	compatibility	K_AH0_M_P_AE2_T_AH0_B_IH1_L_AH0_T_IY2
ラベル	label	L_EY1_B_AH0_L
フォッグランプ	fog|lamp	F_AA1_G|L_AE1_M_P
ウェルダン	well|done	W_EH1_L|D_AH1_N
カリロン	carillon	K_EH1_R_AH0_L_AA2_N
トランスパーティー	trance|party	T_R_AE1_N_S|P_AA1_R_T_IY0
マリフアナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
マリファナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
シャイフ	sheikh	SH_IY1_K
シーク	sheikh	SH_IY1_K
シェイフ	sheikh	SH_IY1_K
クローン	clone	K_L_OW1_N
ウエアラブル	wearable	W_EH1_R_AH0_B_AH0_L
クォート	quart	K_W_AO1_R_T
アラウアンス	allowance	AH0_L_AW1_AH0_N_S
アローワンス	allowance	AH0_L_AW1_AH0_N_S
アロウアンス	allowance	AH0_L_AW1_AH0_N_S
サブスティテュート	substitute	S_AH1_B_S_T_AH0_T_UW2_T
ホイスカー	whisker	W_IH1_S_K_ER0
ホイスカ	whisker	W_IH1_S_K_ER0
ウィスカー	whisker	W_IH1_S_K_ER0
フライホイイル	flywheel	F_L_AY1_W_IY2_L
アイデア	idea	AY0_D_IY1_AH0
アィディア	idea	AY0_D_IY1_AH0
アイディア	idea	AY0_D_IY1_AH0
ウィスパー	whisper	W_IH1_S_P_ER0
アーキー	archie	AA1_R_CH_IY0
パタニティー	paternity	P_AH0_T_ER1_N_IH0_T_IY0
アームチェア	armchair	AA1_R_M_CH_EH2_R
スイバル	swivel	S_W_IH1_V_AH0_L
ゼネラルマネジャー	general|manager	JH_EH1_N_ER0_AH0_L|M_AE1_N_AH0_JH_ER0
エマルジョン	emulsion	IH0_M_AH1_L_SH_AH0_N
エマルジオン	emulsion	IH0_M_AH1_L_SH_AH0_N
エムルション	emulsion	IH0_M_AH1_L_SH_AH0_N
バイタリティー	vitality	V_AY0_T_AE1_L_AH0_T_IY0
ヴァイタリティ	vitality	V_AY0_T_AE1_L_AH0_T_IY0
ウェブサーバー	web|server	W_EH1_B|S_ER1_V_ER0
ディバッグ	debug	D_IY0_B_AH1_G
デバッグ	debug	D_IY0_B_AH1_G
コクピット	cockpit	K_AA1_K_P_IH2_T
ポリオーラフィン	polyolefin	P_AA2_L_IY2_OW1_L_AH0_F_IH0_N
ルーブル	louvre	L_UW1_V_R_AH0
デリカテッセン	delicatessen	D_EH2_L_IH0_K_AH0_T_EH1_S_AH0_N
アウエア	aware	AH0_W_EH1_R
オリーブ	olive	AA1_L_IH0_V
オリーヴ	olive	AA1_L_IH0_V
コワイヤ	choir	K_W_AY1_ER0
クワイヤ	choir	K_W_AY1_ER0
クワイア	choir	K_W_AY1_ER0
ソヴィエット	soviet	S_OW1_V_IY0_AH0_T
バードサンクチュアリー	bird|sanctuary	B_ER1_D|S_AE1_NG_K_CH_UW0_EH2_R_IY0
ミミクリ	mimicry	M_IH1_M_IH0_K_R_IY0
ジャカルタ	jakarta	JH_AH0_K_AA1_R_T_AH0
パレス	palace	P_AE1_L_AH0_S
カウンター	counter	K_AW1_N_T_ER0
メトロセクシャル	metrosexual	M_EH2_T_R_AH0_S_EH1_K_SH_UW2_AH0_L
レヴュー	revue	R_IH0_V_Y_UW1
カンバス	canvas	K_AE1_N_V_AH0_S
キャンヴァス	canvas	K_AE1_N_V_AH0_S
トゥルーラブ	true|love	T_R_UW1|L_AH1_V
イヴ	eve	IY1_V
セツルメント	settlement	S_EH1_T_AH0_L_M_AH0_N_T
マジョラム	marjoram	M_AA1_R_JH_ER0_AE2_M
スクイズ	squeeze	S_K_W_IY1_Z
レファレンスガイド	reference|guide	R_EH1_F_ER0_AH0_N_S|G_AY1_D
レインコート	raincoat	R_EY1_N_K_OW2_T
レーンコート	raincoat	R_EY1_N_K_OW2_T
レインコウト	raincoat	R_EY1_N_K_OW2_T
プロスティテュート	prostitute	P_R_AA1_S_T_AH0_T_UW2_T
プロスティチュート	prostitute	P_R_AA1_S_T_AH0_T_UW2_T
プロスチチュート	prostitute	P_R_AA1_S_T_AH0_T_UW2_T
トッフィー	toffee	T_AA1_F_IY0
カタプルト	catapult	K_AE1_T_AH0_P_AH2_L_T
ドック	dock	D_AA1_K
スポーツウエア	sportswear	S_P_AO1_R_T_S_W_EH2_R
アモンド	almond	AA1_M_AH0_N_D
モダーン	modern	M_AA1_D_ER0_N
ジェラチン	gelatin	JH_EH1_L_AH0_T_AH0_N
カスト	caste	K_AE1_S_T
ファジーコンピューター	fuzzy|computer	F_AH1_Z_IY0|K_AH0_M_P_Y_UW1_T_ER0
アージャンシー	urgency	ER1_JH_AH0_N_S_IY0
リラ	lyra	L_AY1_R_AH0
アクチブ	active	AE1_K_T_IH0_V
アクティヴ	active	AE1_K_T_IH0_V
パンティ	panty	P_AE1_N_T_IY0
ウォッチャー	watcher	W_AA1_CH_ER0
レスベラトロール	resveratrol	R_EH0_S_V_ER1_AH0_T_R_AO0_L
ピノネロ	pinot|nero	P_IH1_N_AH0_T|N_IH1_R_OW0
パーフェクトボディ	perfect|body	P_ER0_F_EH1_K_T|B_AA1_D_IY0
ソシアリスト	socialist	S_OW1_SH_AH0_L_IH0_S_T
アジリティー	agility	AH0_JH_IH1_L_AH0_T_IY0
アンノウン	unknown	AH0_N_N_OW1_N
ウイークリー	weekly	W_IY1_K_L_IY0
ウィークリー	weekly	W_IY1_K_L_IY0
アーベント	abend	AE1_B_EH0_N_D
キルク	kurk	K_ER1_K
プーリ	pulley	P_UH1_L_IY0
サーマルプリンター	thermal|printer	TH_ER1_M_AH0_L|P_R_IH1_N_T_ER0
エキスポ	expo	EH1_K_S_P_OW0
ユーサネイジア	euthanasia	Y_UW2_TH_AH0_N_EY1_ZH_AH0
ユータナージー	euthanasia	Y_UW2_TH_AH0_N_EY1_ZH_AH0
リテラチャー	literature	L_IH1_T_ER0_AH0_CH_ER0
ジュウリー	jewelry	JH_UW1_AH0_L_R_IY0
ジューリー	jewelry	JH_UW1_AH0_L_R_IY0
ジェスイット	jesuit	JH_EH1_ZH_UW0_IH0_T
フレアースカート	flare|skirt	F_L_EH1_R|S_K_ER1_T
ビアー	bier	B_IY1_R
ビヤ	bier	B_IY1_R
ビーア	bier	B_IY1_R
ビヤー	bier	B_IY1_R
ビア	bier	B_IY1_R
ワニラ	vanilla	V_AH0_N_IH1_L_AH0
ヴァニラ	vanilla	V_AH0_N_IH1_L_AH0
アセクシュアル	asexual	EY0_S_EH1_K_S_Y_UW0_AH0_L
ダーシ	dash	D_AE1_SH
ネットワークインターフェイスカード	network|interface|card	N_EH1_T_W_ER2_K|IH1_N_T_ER0_F_EY2_S|K_AA1_R_D
シックスティー	sixty	S_IH1_K_S_T_IY0
プラスチック	plastic	P_L_AE1_S_T_IH0_K
プラスティック	plastic	P_L_AE1_S_T_IH0_K
プラチック	plastic	P_L_AE1_S_T_IH0_K
ヌーヴェル	nouvelle	N_UW2_V_EH1_L
フィレー	filet	F_IH0_L_EY1
ヴァンプ	vamp	V_AE1_M_P
クロバー	clover	K_L_OW1_V_ER0
クローバ	clover	K_L_OW1_V_ER0
シュミーズ	chemise	SH_AH0_M_IY1_Z
エスパニア	espana	EH0_S_P_AE1_N_Y_AH0
イスパニア	espana	EH0_S_P_AE1_N_Y_AH0
ラップトップコンピュータ	laptop|computer	L_AE1_P_T_AA2_P|K_AH0_M_P_Y_UW1_T_ER0
ヴィーグル	beagle	B_IY1_G_AH0_L
レート	rate	R_EY1_T
マグネシヤ	magnesia	M_AE0_G_N_IY1_ZH_AH0
ワーウルフ	werewolf	W_EH1_R_W_UH2_L_F
ウェアウルフ	werewolf	W_EH1_R_W_UH2_L_F
タシケント	tashkent	T_AE2_SH_K_EH1_N_T
フィジビリティー	feasibility	F_IY2_Z_AH0_B_IH1_L_AH0_T_IY0
フィージビリティー	feasibility	F_IY2_Z_AH0_B_IH1_L_AH0_T_IY0
フィジビリティ	feasibility	F_IY2_Z_AH0_B_IH1_L_AH0_T_IY0
スタディオン	stadium	S_T_EY1_D_IY0_AH0_M
スタディアム	stadium	S_T_EY1_D_IY0_AH0_M
シュプール	spur	S_P_ER1
ピラティス	pilates	P_IH0_L_AA1_T_IY2_S
スカルプチャ	sculpture	S_K_AH1_L_P_CH_ER0
ケミストリ	chemistry	K_EH1_M_IH0_S_T_R_IY0
ピザ	pizza	P_IY1_T_S_AH0
ピッツア	pizza	P_IY1_T_S_AH0
ウォッシャブル	washable	W_AA1_SH_AH0_B_AH0_L
ルズム	rhythm	R_IH1_DH_AH0_M
スプラッタ	splatter	S_P_L_AE1_T_ER0
タンダー	tender	T_EH1_N_D_ER0
コーデュロイ	corduroy	K_AO1_R_D_ER0_OY2
ユール	yule	Y_UW1_L
ムニュ	menu	M_EH1_N_Y_UW0
ミルクティ	milk|tea	M_IH1_L_K|T_IY1
ジンゲル	singer	S_IH1_NG_ER0
フューエル	fuel	F_Y_UW1_AH0_L
ダーティー	dirty	D_ER1_T_IY0
ダイヤグラム	diagram	D_AY1_AH0_G_R_AE2_M
ボディーブロー	body|blow	B_AA1_D_IY0|B_L_OW1
ブレイン	brain	B_R_EY1_N_Z
バゲット	baguette	B_AE2_G_EH1_T
ネプツニウム	neptunium	N_EH0_P_T_UW1_N_IY0_AH0_M
ナビー	nabi	N_AA1_B_IY2
ナビ	nabi	N_AA1_B_IY2
エネルギー	energy	EH1_N_ER0_JH_IY0
エナジー	energy	EH1_N_ER0_JH_IY0
エナージー	energy	EH1_N_ER0_JH_IY0
セブンティーン	seventeen	S_EH1_V_AH0_N_T_IY1_N
グレイス	grace	G_R_EY1_S
リージョン	region	R_IY1_JH_AH0_N
ゲストボーカル	guest|vocal	G_EH1_S_T|V_OW1_K_AH0_L
